rank,code,name,market,return_pct,start_date,start_price,end_date,end_price,source
107,06036.HK,光丽科技,HK,175.86207841532215,2025-08-01,0.4350000023841858,2026-07-31,1.2000000476837158,Yahoo Finance chart adjclose
108,01102.HK,环能国际,HK,175.5102222348595,2025-08-01,0.04899999871850014,2026-07-31,0.13500000536441803,Yahoo Finance chart adjclose
109,08637.HK,元续科技,HK,173.076929425347,2025-08-01,1.2999999523162842,2026-07-31,3.549999952316284,Yahoo Finance chart adjclose
110,02863.HK,高丰集团控股,HK,171.64179210701082,2025-08-01,0.33500000834465027,2026-07-31,0.9100000262260437,Yahoo Finance chart adjclose
111,01851.HK,银杏教育,HK,171.17647083572862,2025-08-01,1.7000000476837158,2026-07-31,4.610000133514404,Yahoo Finance chart adjclose
112,01693.HK,璋利国际,HK,170.04048579088024,2025-08-01,2.4700000286102295,2026-07-31,6.670000076293945,Yahoo Finance chart adjclose
113,02099.HK,中国黄金国际,HK,169.47852534859535,2025-08-01,65.27421569824219,2026-07-31,175.89999389648438,Yahoo Finance chart adjclose
114,01667.HK,迪米生活控股,HK,169.23077452112253,2025-08-01,0.12999999523162842,2026-07-31,0.3499999940395355,Yahoo Finance chart adjclose
115,01750.HK,全达电器集团控股,HK,166.66666666666666,2025-08-01,0.032999999821186066,2026-07-31,0.08799999952316284,Yahoo Finance chart adjclose
116,02025.HK,瑞丰动力,HK,163.89893835740926,2025-08-01,4.289520740509033,2026-07-31,11.319999694824219,Yahoo Finance chart adjclose
117,01327.HK,励时集团,HK,162.29507972463045,2025-08-01,0.6100000143051147,2026-07-31,1.600000023841858,Yahoo Finance chart adjclose
118,01380.HK,中国金石,HK,161.90476401660453,2025-08-01,0.1679999977350235,2026-07-31,0.4399999976158142,Yahoo Finance chart adjclose
119,02789.HK,远大中国,HK,159.95712013780272,2025-08-01,0.06578008085489273,2026-07-31,0.17100000381469727,Yahoo Finance chart adjclose
120,08146.HK,怡园酒业,HK,157.4626792643008,2025-08-01,0.1340000033378601,2026-07-31,0.3449999988079071,Yahoo Finance chart adjclose
121,08279.HK,亚博科技控股,HK,156.14036078378226,2025-08-01,0.2849999964237213,2026-07-31,0.7300000190734863,Yahoo Finance chart adjclose
122,01286.HK,鹰普精密,HK,156.05961172769292,2025-08-01,2.8391826152801514,2026-07-31,7.269999980926514,Yahoo Finance chart adjclose
123,09936.HK,稀美资源,HK,155.27457827454754,2025-08-01,4.51670503616333,2026-07-31,11.529999732971191,Yahoo Finance chart adjclose
124,01228.HK,北海康成-B,HK,155.12821570891168,2025-08-01,0.7799999713897705,2026-07-31,1.9900000095367432,Yahoo Finance chart adjclose
125,01631.HK,REF HOLDINGS,HK,154.7169993805615,2025-08-01,0.5299999713897705,2026-07-31,1.350000023841858,Yahoo Finance chart adjclose
126,01037.HK,云智汇科技,HK,154.1666783081991,2025-08-01,0.23999999463558197,2026-07-31,0.6100000143051147,Yahoo Finance chart adjclose
127,01486.HK,思城控股,HK,152.8409063970008,2025-08-01,0.17599999904632568,2026-07-31,0.4449999928474426,Yahoo Finance chart adjclose
128,03302.HK,精技集团,HK,151.99999809265137,2025-08-01,0.125,2026-07-31,0.3149999976158142,Yahoo Finance chart adjclose
129,02597.HK,讯众通信,HK,150.00001784570247,2025-08-01,13.359999656677246,2026-07-31,33.400001525878906,Yahoo Finance chart adjclose
130,08031.HK,易通讯集团,HK,146.4285695279131,2025-08-01,0.14000000059604645,2026-07-31,0.3449999988079071,Yahoo Finance chart adjclose
131,01740.HK,新石文化,HK,146.376820357751,2025-08-01,0.0689999982714653,2026-07-31,0.17000000178813934,Yahoo Finance chart adjclose
132,02668.HK,百德国际,HK,143.24323366470293,2025-08-01,0.1850000023841858,2026-07-31,0.44999998807907104,Yahoo Finance chart adjclose
133,01651.HK,津上机床中国,HK,142.16380922061967,2025-08-01,21.473068237304688,2026-07-31,52.0,Yahoo Finance chart adjclose
134,06083.HK,环宇物流(亚洲),HK,140.99007384252408,2025-08-01,0.32781434059143066,2026-07-31,0.7900000214576721,Yahoo Finance chart adjclose
135,01597.HK,纳泉能源科技,HK,140.0,2025-08-01,2.4000000953674316,2026-07-31,5.760000228881836,Yahoo Finance chart adjclose
136,06933.HK,新娱科控股,HK,136.7816013205649,2025-08-01,0.4350000023841858,2026-07-31,1.0299999713897705,Yahoo Finance chart adjclose
137,08403.HK,天平道合,HK,136.71875305590228,2025-08-01,1.2799999713897705,2026-07-31,3.0299999713897705,Yahoo Finance chart adjclose
138,08070.HK,侨洋国际控股,HK,136.55914309286962,2025-08-01,0.4650000035762787,2026-07-31,1.100000023841858,Yahoo Finance chart adjclose
139,01362.HK,新龙移动,HK,136.14456720966376,2025-08-01,0.3557142913341522,2026-07-31,0.8399999737739563,Yahoo Finance chart adjclose
140,02225.HK,今海医疗科技,HK,134.83872366993577,2025-08-01,1.5499999523162842,2026-07-31,3.640000104904175,Yahoo Finance chart adjclose
141,02450.HK,淮北绿金股份,HK,133.33333333333334,2025-08-01,3.0,2026-07-31,7.0,Yahoo Finance chart adjclose
142,03336.HK,巨腾国际,HK,133.07087264580423,2025-08-01,1.2699999809265137,2026-07-31,2.9600000381469727,Yahoo Finance chart adjclose
